,SRR24302632,SRR24302634,SRR24302635,SRR24302636,SRR24302637,SRR24302638,SRR24302640,SRR24302643
LOC124904730,3,7,0,1,2,2,2,6
BBC3,134,47,173,104,64,93,195,71
MIR3190,0,0,0,0,2,0,0,0
MIR3191,0,0,0,0,0,0,0,0
LOC124904731,1,0,0,0,4,0,0,0
CCDC9,570,264,701,402,678,567,766,591
INAFM1,0,0,0,0,0,0,0,0
C5AR1,56,32,108,52,486,756,144,118
C5AR2,36,6,27,15,39,64,42,8
DHX34,269,147,289,227,467,161,363,375
MEIS3,43,4,46,38,86,46,72,72
SLC8A2,7,4,7,8,8,8,8,16
KPTN,67,137,81,85,159,96,74,91
NAPA-AS1,43,34,32,33,21,26,24,31
NAPA,3187,2080,3402,3167,3065,2631,3168,2678
ZNF541,55,84,93,67,48,38,86,91
BICRA-AS2,2,1,2,5,3,1,10,2
BICRA,230,159,260,257,256,221,278,290
EHD2,3385,1096,3265,2565,4186,2347,4275,2771
LOC124904733,1,0,1,6,1,2,2,2
NOP53,1672,1628,1757,1408,1283,1621,1382,1334
SNORD23,0,1,0,1,2,2,4,4
NOP53-AS1,6,0,1,1,4,1,2,4
SELENOW,13626,13025,12937,12368,10159,12729,11577,12361
TPRX1,0,0,1,0,0,1,0,0
CRX,0,2,0,1,3,0,0,3
TPRX2,1,1,0,0,0,0,2,1
LINC01595,0,0,0,0,1,1,3,1
SULT2A1,0,0,1,0,0,0,0,0
SNAR-A12,0,0,0,0,0,0,0,0
SNAR-C5,0,0,0,0,0,0,0,0
SNAR-A1,0,0,0,1,0,0,0,0
SNAR-A3,1,0,0,0,0,0,0,0
SNAR-C2,1,0,0,0,0,0,0,0
SNAR-A2,0,0,0,0,0,0,0,0
SNAR-C4,0,1,0,0,0,0,0,0
SNAR-A13,0,0,0,0,0,0,0,0
SNAR-C3,0,0,0,0,0,0,0,0
SNAR-C1,0,0,0,0,0,1,0,0
BSPH1,0,0,0,0,0,0,0,0
ELSPBP1,0,0,1,0,0,0,1,1
CABP5,0,2,1,0,0,2,0,1
PLA2G4C,1699,1197,1354,1496,1252,1074,1172,1327
PLA2G4C-AS1,1,1,0,6,0,3,1,5
LIG1,135,96,160,127,155,162,143,99
LOC107985293,0,0,0,0,1,0,0,0
ZSWIM9,680,451,761,545,698,535,712,519
CARD8,1214,950,956,1056,1495,793,1139,1141
LOC124904734,0,0,0,0,0,0,0,0
CARD8-AS1,184,108,120,114,119,98,135,129
ZNF114-AS1,1,0,0,0,1,1,1,0
ZNF114,19,6,38,13,16,15,20,6
ODAD1,1,13,6,7,16,3,8,5
LOC124904735,6,1,3,7,2,3,5,6
EMP3,534,227,506,464,728,390,676,345
TMEM143,2308,1377,2230,1761,2131,2490,1954,1707
SYNGR4,0,0,0,0,0,2,0,4
KDELR1,2301,1580,2380,2156,2542,1784,2383,2046
GRIN2D,16,7,33,25,64,12,50,39
GRWD1,569,349,710,446,786,643,622,558
KCNJ14,0,2,5,15,17,5,12,15
LOC105372430,2,0,3,1,3,1,2,1
CYTH2,926,710,1232,1119,1010,613,1301,1031
LMTK3,23,23,49,22,67,55,43,53
SULT2B1,3,4,6,5,6,0,1,7
FAM83E,2,1,0,0,4,5,3,2
SPACA4,2,2,1,0,5,1,0,0
RPL18,2578,2217,2281,2321,2051,1947,1941,2129
SPHK2,153,104,222,210,215,149,200,187
DBP,945,338,350,522,193,121,279,173
CA11,137,52,108,97,118,138,168,140
SEC1P,2,0,7,2,0,1,8,6
NTN5,7,5,11,5,8,3,15,12
LOC105372431,7,4,8,8,9,3,7,2
FUT2,3,3,17,5,24,19,15,6
LOC105447645,0,9,8,3,6,7,1,2
MAMSTR,102,71,92,90,119,55,171,60
RASIP1,760,392,653,687,597,525,505,543
LOC124904737,13,15,10,10,4,10,4,12
IZUMO1,8,19,5,1,5,3,11,8
FUT1,404,203,146,256,112,179,150,57
FGF21,1,0,1,0,2,0,0,2
BCAT2,1929,1417,1695,1449,1425,1566,1390,1347
LOC105372432,5,1,3,1,4,1,6,1
HSD17B14,61,37,98,141,54,19,140,61
PLEKHA4,1580,849,1582,1409,2045,1325,2804,2231
PPP1R15A,4228,3242,4960,4254,2301,2632,5040,5887
TULP2,13,4,8,4,7,11,6,2
NUCB1,9591,5597,10426,7743,10611,8867,9766,8251
NUCB1-AS1,4,1,2,1,5,5,1,2
DHDH,3,2,0,3,3,1,5,2
BAX,356,187,405,351,512,289,442,271
FTL,9845,7010,9013,10038,18034,9730,13741,10750
GYS1,10572,6211,11154,10501,7602,6177,10119,7089
RUVBL2,1248,1021,1325,1251,1204,1159,1242,1237
MIR6798,0,0,0,0,0,0,0,0
LHB,2,2,2,1,3,0,9,5
SAXO3,0,0,0,0,0,0,0,0
LOC124904738,1,0,1,0,0,1,0,1
CGB3,1,0,0,0,2,0,0,1
SNAR-G2,0,0,0,0,0,0,1,0
CGB2,0,1,2,0,2,0,0,1
CGB1,2,1,1,1,0,0,0,0
SNAR-G1,0,0,0,1,0,0,0,0
CGB5,3,1,2,0,0,2,1,1
CGB8,1,0,0,0,0,1,0,0
CGB7,9,2,2,7,4,1,6,3
NTF4,0,5,1,4,9,3,0,1
KCNA7,3,4,30,22,44,67,32,2
SNRNP70,1698,1491,2004,2189,2297,2359,2210,2168
LIN7B,388,320,342,436,120,171,314,287
C19orf73,12,20,14,12,9,5,2,18
PPFIA3,175,119,191,140,130,171,133,125
HRC,39369,26435,44120,34483,36674,39206,26469,36356
TRPM4,749,448,859,856,801,761,1160,1021
LOC107985340,2,0,0,0,2,0,0,0
SLC6A16,37,25,27,38,58,46,40,58
MIR4324,0,0,0,0,2,0,0,0
CD37,30,14,73,29,212,99,106,38
TEAD2,1280,740,1215,1047,1728,1937,1331,974
DKKL1,1,1,2,3,0,9,5,5
LOC101928295,1,0,2,4,4,2,5,6
KASH5,1,5,0,3,1,4,2,1
LOC124904740,0,0,0,0,1,0,0,0
PTH2,0,0,0,1,1,0,0,0
GFY,1,1,1,2,2,0,4,0
SLC17A7,124,15,86,43,82,53,122,58
PIH1D1,562,360,304,464,557,461,611,513
ALDH16A1,250,143,191,180,418,285,322,228
FLT3LG,69,19,66,46,66,44,80,56
RPL13A,6217,5080,5487,4964,5255,5354,4525,4253
SNORD32A,2,2,3,4,3,3,3,3
SNORD33,5,2,1,3,2,0,0,1
SNORD34,5,2,2,3,1,2,0,2
SNORD35A,0,3,2,1,2,3,0,3
RPS11,4930,4270,4151,4955,3906,3716,3779,4324
SNORD35B,9,2,4,5,7,12,8,11
MIR150,0,0,0,0,1,0,0,0
FCGRT,1722,817,1503,1335,2910,2042,1940,1399
RCN3,279,109,421,303,475,358,735,377
NOSIP,831,695,779,925,655,596,686,659
PRRG2,9,5,6,11,31,15,15,9
PRR12,1352,607,1297,977,1206,934,1385,1130
RRAS,2489,2149,3123,3019,2390,1416,2979,2379
SCAF1,1542,1085,1984,1500,1576,1578,1763,1522
IRF3,520,349,508,483,742,422,641,589
BCL2L12,121,95,111,130,114,124,85,97
PRMT1,2409,1297,2023,2072,2108,2033,1765,1911
MIR5088,0,0,1,0,0,0,0,1
ADM5,2,0,3,7,30,22,16,7
CPT1C,44,9,68,48,144,81,91,71
TSKS,7,2,14,0,15,14,22,17
LOC105372434,0,3,0,0,1,0,0,1
AP2A1,1934,1086,2522,1439,2729,2037,2063,1595
MIR6799,1,0,0,0,0,0,0,0
LOC124904742,0,0,2,0,4,1,3,4
FUZ,361,250,332,312,331,355,336,284
LOC105372435,16,16,17,33,12,19,8,18
MED25,1531,551,817,638,1039,1096,909,927
MIR6800,2,0,0,2,0,0,0,0
PTOV1-AS1,0,4,1,3,0,0,5,2
PTOV1,1195,669,963,1196,783,1063,877,772
MIR4749,1,0,0,0,0,0,0,1
PTOV1-AS2,53,48,51,74,83,63,78,113
PNKP,481,239,468,483,445,566,470,338
AKT1S1,1132,925,1437,1200,1387,1131,1307,1166
TBC1D17,657,439,902,633,629,522,907,693
LOC124904743,12,6,13,23,24,14,16,17
MIR4750,0,0,0,0,0,0,0,0
IL4I1,2,2,5,13,68,12,12,7
NUP62,1434,962,1547,1289,1636,1175,1337,1055
ATF5,342,211,392,438,361,232,382,263
MIR4751,0,0,0,0,0,0,0,0
SIGLEC11,24,8,11,7,46,33,26,9
LOC124904802,0,0,0,0,0,0,0,0
LOC124904745,1,0,0,0,2,0,0,2
SIGLEC16,8,4,8,2,38,52,22,15
VRK3,503,234,624,483,560,284,566,499
ZNF473,184,95,160,126,202,131,234,167
LOC124904744,0,0,7,6,9,9,5,0
ZNF473CR,4,0,5,4,3,1,4,3
SNAR-A4,1,0,1,0,1,0,0,0
SNAR-A14,0,0,0,0,0,0,0,0
SNAR-A5,0,0,0,0,0,0,0,0
SNAR-A6,0,0,0,0,0,0,1,0
SNAR-A7,0,0,0,0,0,0,0,0
SNAR-A8,0,0,0,0,0,0,0,0
SNAR-A9,0,0,0,0,0,0,0,0
SNAR-A10,0,0,0,0,0,0,0,1
SNAR-A11,0,2,0,0,0,0,0,0
SNAR-B1,0,0,2,0,1,1,0,0
LOC105372436,3,22,1,9,1,9,5,0
SNAR-B2,1,0,0,1,0,0,0,0
SNAR-D,0,1,2,0,0,0,0,0
IZUMO2,4,2,0,2,0,5,0,1
LOC124904746,2,5,9,2,2,5,2,4
MYH14,7772,4789,8999,6731,6323,5430,7854,5435
KCNC3,85,67,256,104,147,75,186,103
LOC105372437,0,0,0,7,0,4,0,2
NAPSB,10,3,15,9,42,18,22,10
NAPSA,2,8,5,6,18,3,10,2
NR1H2,2558,1746,3215,2591,2999,2637,3066,2267
POLD1,223,106,174,200,372,205,261,168
SPIB,1,1,5,11,6,1,0,5
MYBPC2,5,4,4,2,6,5,1,1
GARIN5A,26,12,34,24,32,48,29,17
EMC10,3369,2135,4097,3827,3523,3113,4174,3238
MYREM,0,0,0,0,0,0,0,0
JOSD2,262,222,357,298,379,325,246,239
LOC124904747,0,1,0,0,0,0,0,1
ASPDH,5,2,3,2,5,4,4,2
LRRC4B,74,16,25,57,85,44,113,11
SNAR-F,0,0,0,0,0,0,0,0
SYT3,6,5,6,4,14,7,5,1
C19orf81,1,4,8,8,3,3,4,1
SHANK1,19,6,12,10,25,14,24,22
CLEC11A,218,108,207,150,171,183,265,168
GPR32,0,0,2,0,0,0,0,0
SMIM47,0,0,0,0,0,0,0,1
LOC105372439,0,2,2,2,3,0,0,2
ACP4,2,0,2,0,0,2,3,8
C19orf48P,191,140,212,130,199,155,224,163
SNORD88B,0,0,0,1,4,3,1,2
SNORD88A,0,0,0,0,0,0,0,0
SNORD88C,0,0,0,0,0,0,0,0
TMEM277P,4,4,0,2,1,0,1,2
KLK1,13,14,4,5,10,2,0,0
KLK15,1,0,3,0,1,0,1,2
LOC105372441,2,0,0,0,0,0,0,0
KLK3,0,0,0,0,1,0,1,2
KLK2,2,0,0,0,2,1,0,0
KLKP1,0,0,0,0,0,0,0,0
KLK4,0,0,1,0,1,0,1,2
PPIAP59,5,6,5,5,0,3,2,1
KLK5,0,0,0,2,0,2,0,1
LOC105372442,1,0,1,0,0,2,0,0
KLK6,1,2,0,0,1,1,0,0
KLK7,1,3,0,0,0,1,0,1
KLK8,1,0,1,0,1,0,0,0
KLK9,0,0,3,1,1,0,1,1
KLK10,18,3,2,10,8,1,8,15
KLK11,3,8,0,0,6,6,0,5
KLK12,0,6,0,0,0,2,2,1
KLK13,2,0,8,3,6,0,2,3
KLK14,3,6,0,1,15,3,1,8
CTU1,67,38,44,43,55,30,34,49
SIGLEC9,10,3,7,8,161,60,12,17
LOC124904749,0,0,1,0,0,0,1,0
SIGLEC7,24,0,5,1,64,19,11,10
LOC101928517,2,1,0,1,0,1,2,2
SIGLEC17P,25,35,35,17,14,2,58,59
LOC107985327,0,0,0,0,2,2,1,0
MIR8074,0,0,0,0,0,0,0,0
LOC124904751,0,0,0,1,0,0,2,0
CD33,24,9,14,35,230,96,70,31
SIGLECL1,2,1,0,1,4,0,2,2
LINC01872,0,0,0,0,0,0,0,0
LOC107985326,0,0,0,0,0,0,0,0
IGLON5,1,2,2,2,4,4,4,3
VSIG10L,20,11,48,28,43,15,36,19
VSIG10L-AS1,4,0,1,4,0,2,3,2
ETFB,6568,4366,5914,5241,5306,6035,3736,5176
CLDND2,24,15,25,38,20,12,31,32
NKG7,6,1,11,10,5,3,8,7
LOC124904752,0,0,1,0,3,0,0,0
LIM2,0,0,0,0,0,0,3,0
LIM2-AS1,0,0,0,0,0,0,0,0
C19orf84,0,0,2,1,4,0,0,0
SIGLEC10,7,1,9,3,52,46,21,13
SIGLEC10-AS1,0,0,1,0,0,1,0,3
SIGLEC8,2,2,8,0,6,0,5,8
CEACAM18,1,2,3,3,2,1,0,0
SIGLEC12,0,1,3,4,24,7,8,0
SIGLEC6,8,0,5,6,24,14,11,14
ZNF175,352,264,336,330,388,312,418,410
LINC01530,29,2,9,14,15,6,16,10
SIGLEC5,36,3,9,34,68,43,3,15
LOC124904753,0,0,0,0,0,0,0,2
SIGLEC14,39,9,24,60,177,119,21,19
LOC124904796,0,0,0,0,0,0,0,0
SPACA6,81,63,89,101,96,76,114,109
SPACA6-AS1,0,0,0,0,0,0,1,0
MIR99B,0,0,0,0,0,0,0,0
MIRLET7E,0,0,0,0,0,0,0,0
MIR125A,0,0,0,0,0,0,0,0
HAS1,10,1,2,2,14,2,6,0
LOC124904754,0,1,3,1,0,0,0,0
FPR1,11,8,23,7,465,516,54,68
FPR2,0,0,7,3,91,74,6,12
LOC105372448,0,0,0,0,0,0,0,0
FPR3,84,27,81,63,511,202,199,109
ZNF577,400,403,402,342,443,389,492,432
ZNF649-AS1,3,0,1,1,2,2,0,0
ZNF649,352,254,441,306,330,328,310,341
ZNF613,234,142,206,155,218,183,221,143
ZNF350-AS1,1,26,5,12,2,2,30,23
ZNF350,288,174,324,282,337,307,338,263
ZNF615,667,465,626,545,575,520,591,525
LOC124904755,18,2,6,10,9,15,16,9
ZNF614,511,414,509,459,447,461,483,512
LOC112268244,19,26,10,29,15,19,44,37
ZNF432,603,504,689,606,445,525,484,588
ZNF841,260,91,223,202,287,195,357,294
ZNF616,330,126,229,189,260,205,389,242
ZNF836,159,110,130,119,134,71,204,132
PPP2R1A,14089,9232,15797,12210,12104,11420,13396,11878
MIR6801,1,1,1,0,2,0,1,2
LOC105372449,0,2,0,10,1,3,1,2
LOC124904763,0,2,5,1,6,4,2,3
ZNF766,584,342,743,470,563,493,825,496
MIR643,0,1,1,0,0,0,0,0
ZNF480,1107,611,871,758,1072,819,943,780
ZNF610,205,164,161,152,128,87,193,179
ZNF880,283,594,715,179,234,456,838,277
ZNF528-AS1,63,87,72,75,58,68,58,68
ZNF528,389,273,560,399,415,359,644,558
ZNF534,361,415,408,367,279,420,326,288
ZNF578,180,73,228,135,132,106,230,129
ZNF808,717,602,691,662,742,449,597,756
ZNF701,253,126,218,187,244,198,291,206
ZNF137P,0,0,0,0,0,0,0,0
ZNF83,721,919,925,1024,688,425,1032,989
LOC122539214,40,22,62,59,56,42,101,130
ZNF611,233,118,271,206,241,229,261,263
LOC124904760,7,5,1,3,2,1,6,6
LOC105372452,0,0,0,0,0,0,0,0
ZNF600,135,102,161,152,156,106,169,143
ZNF28,562,360,652,505,626,460,650,429
ZNF468,196,155,279,145,318,160,345,185
ZNF320,966,657,948,990,902,844,1020,1072
ZNF888,90,30,112,52,119,52,117,92
ZNF888-AS1,2,0,1,2,1,2,0,0
ZNF816-ZNF321P,0,0,0,0,0,0,0,0
ZNF321P,0,0,2,0,0,0,2,2
LOC124904761,12,17,14,2,13,10,9,17
ZNF816,226,117,150,129,173,116,234,137
ZNF702P,128,74,116,73,103,61,125,83
LOC105372453,0,0,0,4,0,1,1,0
LOC124904758,2,2,2,1,0,0,0,5
ERVV-1,7,0,0,2,0,3,0,7
ERVV-2,0,1,0,6,1,0,2,4
LOC124904762,8,7,2,7,3,4,2,3
ZNF160,1450,747,1046,978,873,902,1418,1101
ZNF415,1440,919,1005,1062,634,631,1116,757
ZNF347,622,289,638,382,543,427,625,449
ZNF665,54,26,50,24,85,33,78,66
LOC124904792,13,10,22,16,44,20,32,24
ZNF818P,170,312,267,227,307,151,268,274
ZNF677,575,469,549,470,591,416,584,588
VN1R2,0,0,0,0,0,0,1,2
VN1R4,0,0,0,0,0,0,0,2
FAM90A27P,0,0,1,0,0,0,1,1
BIRC8,2,3,1,0,0,0,0,3
LOC107987270,1,0,2,0,2,0,1,2
ZNF845,385,134,330,211,379,291,433,321
ZNF525,159,100,197,139,182,98,221,118
ZNF765-ZNF761,0,0,0,0,0,0,0,0
ZNF765,218,83,173,124,199,103,228,221
TPM3P9,219,114,265,134,246,192,428,201
ZNF761,5,6,9,9,14,12,0,7
ZNF813,184,74,152,130,140,155,185,123
ZNF331,838,615,613,618,587,514,869,628
LOC284379,0,0,0,13,1,0,1,0
DPRX,2,0,1,10,11,2,2,1
LOC107985342,1,0,1,0,0,0,0,0
MIR512-1,0,1,0,0,0,0,0,0
MIR512-2,0,0,0,0,0,0,0,0
MIR1323,0,0,0,0,0,0,0,0
MIR498,0,0,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0,0,0
MIR515-1,0,0,0,0,0,0,0,0
MIR519E,0,0,0,0,0,0,0,0
MIR520F,1,0,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0,0,0
MIR519C,0,0,0,0,0,0,0,0
MIR1283-1,0,0,0,0,0,0,0,0
MIR520A,0,0,1,0,0,0,0,0
MIR526B,0,0,0,0,0,0,0,0
MIR519B,0,0,0,0,0,0,0,0
MIR525,0,0,0,0,0,0,0,0
MIR523,0,0,0,0,0,0,0,0
MIR518F,0,0,0,0,0,0,0,0
LOC107985346,1,0,1,0,2,0,0,0
MIR520B,0,0,0,0,0,0,0,0
MIR518B,0,0,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0,0,0
MIR520C,0,0,0,0,0,0,0,0
MIR518C,0,1,0,0,0,0,0,0
MIR524,0,0,0,0,0,0,0,0
MIR517A,0,0,0,0,0,0,0,0
MIR519D,0,0,1,0,0,0,0,0
MIR521-2,0,0,0,0,0,0,0,0
MIR520D,0,0,0,0,0,0,0,0
MIR517B,0,0,1,0,0,0,0,0
MIR520G,0,0,0,0,0,0,0,0
MIR516B2,0,0,0,0,0,0,0,0
MIR526A2,0,0,0,0,0,0,0,0
MIR518E,0,0,0,0,0,0,0,0
MIR518A1,0,0,0,0,0,0,0,0
MIR518D,0,0,0,0,0,0,0,0
MIR516B1,0,0,0,0,0,0,0,0
LOC124904765,0,0,0,1,1,1,1,0
MIR518A2,0,0,0,0,0,0,0,0
MIR517C,0,0,0,0,0,0,0,0
MIR520H,0,0,0,0,0,0,0,0
MIR521-1,0,0,0,1,0,0,0,0
MIR522,0,0,0,0,0,0,0,0
MIR519A1,0,0,0,0,0,0,0,0
MIR527,0,0,0,0,0,0,0,1
LOC124904766,1,0,1,3,2,0,0,0
MIR516A1,0,0,0,0,0,0,0,0
MIR1283-2,0,0,0,0,0,0,0,0
MIR516A2,0,0,0,0,0,0,0,0
MIR519A2,0,0,0,0,0,0,0,0
LOC124904767,0,1,0,0,0,0,4,0
MIR371A,0,0,0,0,0,0,0,0
MIR371B,0,0,0,0,0,0,0,0
MIR372,0,0,0,0,0,0,0,0
MIR373,0,0,0,0,0,0,0,0
NLRP12,4,10,10,17,41,10,12,14
MYADM-AS1,0,2,3,3,0,1,7,3
MYADM,4750,3181,5325,5046,5153,3333,5573,4474
PRKCG,1,1,2,6,2,0,7,3
CACNG7,0,1,4,0,0,2,1,3
CACNG8,18,11,16,44,45,11,15,22
MIR935,0,0,0,0,0,0,0,0
CACNG6,2,0,6,5,5,6,3,5
VSTM1,2,0,0,0,1,0,0,0
TARM1,0,0,1,0,2,0,2,0
OSCAR,3,0,0,0,4,5,2,0
NDUFA3,145,203,161,210,118,170,86,149
TFPT,42,12,47,44,35,19,34,26
PRPF31,114,98,123,84,92,112,117,84
PRPF31-AS1,0,0,0,0,2,0,0,0
CNOT3,59,32,101,53,79,72,78,59
LOC102724273,0,2,0,0,0,1,1,1
LENG1,30,39,53,46,44,26,51,22
TMC4,9,3,10,6,8,11,4,5
MBOAT7,45,24,51,37,64,40,41,30
TSEN34,79,67,62,68,77,64,83,120
RPS9,470,471,481,374,301,313,289,277
LILRB3,5,1,3,1,33,39,15,7
LOC124904768,3,0,1,0,1,0,1,1
LOC107985279,1,0,0,0,0,0,0,0
LILRA6,5,0,10,6,41,26,11,8
LOC107987463,0,0,0,0,0,2,0,1
LILRB5,21,2,3,9,93,72,54,22
LILRB2,4,2,11,7,53,35,15,9
MIR4752,0,0,0,0,0,0,0,0
LILRA5,2,0,5,2,20,14,3,2
LILRA4,1,0,0,0,4,1,2,0
LAIR1,24,5,18,5,135,85,33,27
TTYH1,12,0,4,3,11,14,11,7
LOC124904770,0,0,4,0,0,2,1,0
LENG8-AS1,10,5,5,7,5,5,15,11
LENG8,368,259,501,476,699,586,891,735
LENG9,10,4,30,19,7,7,13,21
CDC42EP5,23,16,33,45,39,25,50,30
LAIR2,0,0,1,0,3,2,0,1
LOC105372460,1,0,0,1,1,1,0,0
KIR3DX1,3,0,0,1,1,0,0,1
LOC105372461,0,0,0,0,0,0,0,0
LOC107985347,1,0,2,1,1,0,0,0
LILRA2,2,0,6,6,24,8,7,5
LILRA1,4,0,3,2,34,4,5,8
LILRB1,10,2,12,5,59,9,13,8
MIR8061,0,0,0,0,0,0,0,0
LILRB4,7,3,9,5,73,14,29,9
LILRP2,1,0,1,0,0,1,1,0
KIR3DL3,2,0,0,0,1,0,1,0
KIR2DL3,0,0,1,1,0,0,0,0
LOC101928804,0,0,0,0,0,0,0,1
KIR2DL1,0,0,0,0,0,0,0,0
KIR2DL4,3,1,0,0,0,0,0,0
KIR3DL1,0,1,0,0,2,0,0,0
KIR2DS4,1,0,0,0,0,1,0,1
KIR3DL2,0,0,0,0,1,0,0,0
FCAR,0,0,1,0,4,5,0,1
NCR1,0,0,0,2,0,0,0,0
NLRP7,6,0,0,4,0,1,1,0
NLRP2,7,2,1,1,2,1,2,4
GP6-AS1,37,21,41,34,32,14,34,25
GP6,0,6,0,4,1,3,0,5
RDH13,164,160,134,127,108,118,129,144
EPS8L1,20,12,14,25,13,13,25,17
PPP1R12C,5389,3742,5876,4580,3975,4548,5306,5263
MIR7975,0,0,1,1,0,0,0,2
TNNT1,1515,1699,3733,4039,726,282,3225,5216
TNNI3,216211,246983,213468,220766,74565,93131,85758,140198
DNAAF3,230,198,341,331,50,34,163,255
DNAAF3-AS1,395,555,746,725,80,29,356,532
LOC124904795,0,0,0,0,0,0,0,0
SYT5,1,12,3,6,1,0,17,7
PTPRH,103,114,85,170,70,46,134,180
LOC124904771,2,0,3,4,3,0,3,2
TMEM86B,12,14,22,20,19,11,26,30
PPP6R1,1703,1104,2203,1740,2393,1653,1982,1627
MIR6804,0,0,0,0,0,0,0,0
MIR6802,0,0,0,0,0,1,0,0
MIR6803,0,0,0,0,0,1,0,0
HSPBP1,778,646,911,919,786,718,760,830
BRSK1,109,96,267,213,132,65,280,241
TMEM150B,6,1,9,1,32,3,4,2
KMT5C,120,60,92,115,96,87,156,86
COX6B2,1,1,2,1,0,1,1,3
GARIN5B,4,3,1,2,1,1,3,1
IL11,1,2,3,2,0,0,6,3
TMEM190,1,0,0,0,0,0,0,0
TMEM238,2,3,4,5,0,4,2,1
RPL28,2993,2356,2968,2795,3143,2463,2465,2490
MIR6805,0,0,0,0,0,0,0,0
UBE2S,113,123,141,167,92,94,88,95
SNORD157,0,0,0,0,0,0,2,0
LOC105372462,2,1,0,6,5,2,5,1
SHISA7,3,4,5,1,2,4,12,5
ISOC2,1021,802,1175,992,1069,902,1103,985
C19orf85,0,0,0,1,0,2,4,1
ZNF628,108,66,128,113,128,240,131,96
NAT14,145,148,118,158,110,115,205,156
SSC5D,322,97,696,301,494,187,1318,497
SBK2,98,13,14,39,45,140,37,91
SBK3,57,34,91,30,83,201,106,150
ZNF579,208,224,308,288,232,231,214,273
FIZ1,318,308,374,380,430,392,351,378
ZNF524,320,253,276,254,320,273,264,241
ZNF865,509,444,732,606,531,811,538,457
ZNF784,347,277,323,237,290,477,365,296
ZNF581,231,118,149,133,176,118,168,135
LOC107983998,40,27,65,74,66,54,104,117
ZNF580,277,212,357,408,295,305,414,312
CCDC106,370,185,468,336,445,457,509,396
U2AF2,2549,1490,2408,2087,2580,1929,2431,2155
EPN1,3218,2571,5322,3397,4260,4193,4106,3263
NLRP9,1,1,1,3,2,1,2,1
LOC105372465,0,0,0,0,1,0,0,1
RFPL4A,0,7,46,7,1,1,676,6
RFPL4AL1,0,2,48,6,2,0,746,8
NLRP11,1,0,0,0,3,0,1,3
NLRP4,2,1,2,0,0,1,1,2
NLRP13,0,0,0,2,0,0,3,0
NLRP8,1,0,0,2,2,0,0,1
NLRP5,2,0,1,1,2,2,2,2
LINC01864,1,0,0,0,3,1,0,0
ZNF787,425,453,579,528,479,531,417,421
LOC124904773,0,0,0,5,0,1,0,10
LOC124904772,1,0,2,1,1,3,0,2
ZNF444,403,401,460,482,387,296,446,453
GALP,0,0,0,0,0,0,1,0
ZSCAN5B,3,0,3,4,8,3,7,3
ZSCAN5C,1,2,0,4,9,5,2,5
ZSCAN5A,74,63,79,96,129,85,87,97
LOC124904774,6,2,5,0,3,4,5,4
LOC124904775,8,0,6,7,0,1,2,2
LOC124900420,82,88,105,137,134,138,94,146
EDDM13,0,1,0,0,1,0,2,0
ZSCAN5A-AS1,4,0,2,2,0,1,2,5
LOC105372468,4,11,2,2,1,0,5,1
ZNF542P,1032,949,1138,1062,981,1021,1160,1049
ZNF582,137,129,126,115,129,125,150,132
ZNF582-DT,74,55,84,81,55,49,72,82
ZNF583,304,167,242,200,163,170,270,227
ZNF667,277,210,313,297,326,238,357,299
ZNF667-AS1,474,797,724,887,524,472,535,614
LOC105372471,1,2,2,0,1,2,1,6
LOC124904776,0,0,1,0,2,2,2,0
ZNF471,426,307,539,438,418,304,646,600
ZFP28-DT,26,14,20,12,11,37,16,25
ZFP28,378,234,481,387,468,353,470,378
ZNF470-DT,30,19,34,32,51,13,30,63
ZNF470,383,172,453,300,285,265,593,374
LOC124904777,5,14,6,16,6,6,11,17
ZNF71-SMIM17,0,0,0,0,0,0,0,0
ZNF71,270,150,304,258,396,282,317,247
SMIM17,0,0,0,0,0,0,0,0
ZNF835,151,91,107,80,144,98,164,83
LOC105372473,0,1,7,1,1,1,3,0
LOC105372472,0,0,0,0,0,0,0,0
ZIM2-AS1,15,2,10,2,2,2,2,3
ZIM2,1,0,1,0,6,0,0,1
PEG3,577,513,763,438,673,497,860,623
PEG3-AS1,0,0,0,0,0,0,0,0
MIMT1,2,1,0,0,3,2,1,1
LOC124904779,1,1,2,1,0,1,0,0
LOC105372475,0,0,0,0,0,0,0,0
USP29,2,0,1,0,1,1,2,1
LOC124904804,0,0,0,0,0,0,0,0
ZIM3,2,0,1,0,1,2,1,1
DUXA,1,0,0,1,0,1,0,0
LOC124904780,3,2,2,5,2,2,2,10
ZNF264,779,549,811,758,790,684,801,899
AURKC,20,19,63,44,12,37,57,7
ZNF805,401,365,416,519,320,285,324,420
ZNF460-AS1,8,34,9,9,26,14,17,11
ZNF460,142,118,138,157,127,116,120,168
ZNF543,187,128,143,165,157,189,180,240
ZNF304,820,498,821,620,564,729,769,736
ZNF547,109,143,83,79,96,31,100,69
TRAPPC2B,251,266,262,307,197,194,194,182
ZNF548,430,364,468,445,353,386,463,443
ZNF17,276,123,302,259,245,211,253,304
ZNF749,47,38,89,74,126,110,74,69
VN1R1,197,75,177,148,91,222,32,214
ZNF772,645,367,611,539,511,650,488,508
ZNF419,356,214,409,246,362,316,208,245
